date,content,lat,lng,city,population,sentiment
2021-07-13 18:31:29+00:00,@SUBWAY That Look DELICIOUS!😋,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-13 16:59:13+00:00,@jain_says @SUBWAY “Why you ain’t eat it cold?” https://t.co/RU0TnzS5wR,34.095286,-118.127014,Alhambra,83089,-0.6
2021-07-13 16:29:10+00:00,@SUBWAY why'd u get rid of the daily sub deal and replace it with a 7 dollar 6 inch combo? My last reason to go to subway was the $6.50 daily footling. How could you do this to me? https://t.co/58LkXsiBnF,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-13 15:10:30+00:00,@davenadkarni @SUBWAY Can you imagine him and Gisele eating there? 😂,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-13 15:02:43+00:00,@davenadkarni @SUBWAY I bet Tom Brady does not eat Subway 😂,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-13 14:42:03+00:00,@SUBWAY Guaranteed upset stomach from eatinf this “bread”. No thanks!,34.095286,-118.127014,Alhambra,83089,-0.125
2021-07-13 14:10:54+00:00,@GMA @SUBWAY JURNALIZM,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-13 13:56:27+00:00,@TomBrady @SUBWAY @tonyhawk hi goat,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-13 12:44:00+00:00,@SUBWAY,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-12 12:11:48+00:00,here's the full list of what's new @SUBWAY starting Tues July 13 https://t.co/uaooVN3Mkc,34.095286,-118.127014,Alhambra,83089,0.1621212121212121
2021-07-12 12:11:12+00:00,"Most @SUBWAY restaurants will close early tonight at 6 PM to get ready for a refresh tomorrow, which includes improved ingredients

Tuesday, July 13 they're giving away 1 million Turkey Cali Fresh subs. First 50 people in each store to ask for one gets it free. Starts 10 AM https://t.co/w3cPfnFuNJ",34.095286,-118.127014,Alhambra,83089,0.2916666666666667
2021-07-11 17:51:44+00:00,"So... we're just gonna add ""Pro"" to sandwiches now? Really @SUBWAY? 
#pro #sandwich #wtf #subway https://t.co/2CEzWBhZVk",34.095286,-118.127014,Alhambra,83089,-0.15
2021-07-10 19:31:02+00:00,@USMilitaryRings @usmilitarywife @SUBWAY xoxoxo love the taste taste the love https://t.co/1Ua2I2LOW9 https://t.co/t21WcXBy0H,34.095286,-118.127014,Alhambra,83089,0.5
2021-07-08 20:21:32+00:00,For a restaurant chain that promotes healthy food…why does @SUBWAY literally have best cookies???? Like they are actually life changing!,34.095286,-118.127014,Alhambra,83089,0.5
2021-07-08 17:29:55+00:00,"If you could only buy one #sandwich, where would you buy it from?

Interesting poll...Take a look at the comments in the link for sure! Mentions have been @jerseymikes @SUBWAY @jimmyjohns @FirehouseSubs @Publix @Potbelly @panerabread  @capriottis #Food

https://t.co/PezX45Impy",34.095286,-118.127014,Alhambra,83089,0.375
2021-07-08 00:02:33+00:00,@cinemaxwell I think the easiest sub I ever made was a Veggie Delight at @SUBWAY https://t.co/rzv1RRCmoP,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-07 22:25:51+00:00,"There are changes coming to the @SUBWAY menu.  We have those details on the way, 3pm @ABC7 with @abc7ellen",34.095286,-118.127014,Alhambra,83089,0.0
2021-07-07 19:27:32+00:00,These mfers @SUBWAY got some attitude. Like I made them wake up and clock in that bitch. https://t.co/v6EZK2jDec,34.095286,-118.127014,Alhambra,83089,0.0
2021-07-07 19:20:37+00:00,"@IkeShehadeh @SUBWAY Ike, you trying to buy subway?",34.095286,-118.127014,Alhambra,83089,0.0
2021-06-23 17:58:09+00:00,@RuthSch04593054 @SUBWAY No Tuna DNA in your fake Tuna sandwich.,34.095286,-118.127014,Alhambra,83089,-0.5
2021-06-23 17:56:34+00:00,"@renderrain @MuckDNewsome88 @SUBWAY Maybe, maybe not.",34.095286,-118.127014,Alhambra,83089,0.0
2021-06-23 17:53:53+00:00,"@SUBWAY Not Tuna, it seems.",34.095286,-118.127014,Alhambra,83089,0.0
2021-05-20 01:14:31+00:00,@SUBWAY @AmineAouragh20 And dessert.,34.095286,-118.127014,Alhambra,83089,0.0
2021-03-09 02:42:01+00:00,"I'm at @SUBWAY in Los Angeles, CA https://t.co/49aHycTkPG",34.095286,-118.127014,Alhambra,83089,0.0
2020-10-27 00:59:18+00:00,@stevengregory @jerseymikes @Wendys @kfc @SUBWAY What am I missing?,34.095286,-118.127014,Alhambra,83089,-0.2
2020-08-06 22:28:49+00:00,"@wavybonebby @SUBWAY All the olives, jalapeños, and banana peppers come packaged in a clear bag 🤢🤢",34.095286,-118.127014,Alhambra,83089,0.10000000000000002
2020-04-27 21:37:42+00:00,"Hey @SUBWAY i need some #customercare. Bad experience at the #Subway in Arcadia, Ca. Why you have a manager like Aydett working there? Im not the only complaint.... https://t.co/7Zh2eCJ2By",34.095286,-118.127014,Alhambra,83089,-0.33333333333333326
2020-04-08 19:39:08+00:00,"@SubwayListens just a quick question,  why @SUBWAY is not carrying jalapeños right now ? By the way thanks for the free cookie when we purchased a combo!",34.095286,-118.127014,Alhambra,83089,0.32976190476190476
2020-01-07 22:30:24+00:00,@nathanacn @wydsimp @SUBWAY Bruh he black. The persons hand in the vid is white 🤣,34.095286,-118.127014,Alhambra,83089,-0.08333333333333333
2019-11-07 21:04:55+00:00,@SUBWAY Oil and Vinegar and yellow mustard and salt and pepper,34.095286,-118.127014,Alhambra,83089,0.0
2019-04-02 05:40:47+00:00,"@SUBWAY bring back fresh veggies, and meat again.  Also bring back your original logo #fresh",34.095286,-118.127014,Alhambra,83089,0.195
2019-03-19 21:17:22+00:00,@SUBWAY As long as i get my 6 inch for 3.49!,34.095286,-118.127014,Alhambra,83089,-0.0625
2018-12-24 22:06:42+00:00,"I'm at @SUBWAY in Los Angeles, CA https://t.co/KIweL0HQqR",34.095286,-118.127014,Alhambra,83089,0.0
2018-12-16 21:55:38+00:00,"Guess what? I’ve got avocado 🥑 on my sub. #10DaysOfSwarmStickers (at @SUBWAY in Pasadena, CA) https://t.co/9HSyfXJPYE",34.095286,-118.127014,Alhambra,83089,0.0
2018-11-09 17:16:08+00:00,@SUBWAY good morning there is a worm in my steak and cheese footlong wrap... 🤢🤮 https://t.co/0E1ZH3t357,34.095286,-118.127014,Alhambra,83089,0.7
2018-11-03 23:29:21+00:00,"I'm at @SUBWAY in Los Angeles, CA https://t.co/x6AOXoRIyn",34.095286,-118.127014,Alhambra,83089,0.0
2018-10-13 19:53:19+00:00,"I'm at @SUBWAY in Pasadena, CA https://t.co/UuQEOHxfEp",34.095286,-118.127014,Alhambra,83089,0.0
2018-10-13 19:53:06+00:00,"I'm at @SUBWAY in Pasadena, CA https://t.co/kcvVs9sGgE",34.095286,-118.127014,Alhambra,83089,0.0
2018-08-31 03:18:19+00:00,"I'm at @Subway in Los Angeles, CA https://t.co/knppzaS8Kz",34.095286,-118.127014,Alhambra,83089,0.0
2018-03-18 00:41:04+00:00,"Footlong to go (at @SUBWAY in Pasadena, CA) https://t.co/COgShIHgOQ",34.095286,-118.127014,Alhambra,83089,0.0
2018-03-13 02:26:13+00:00,Greatest thing ever invented @SUBWAY  #steakcheesehabenerowrap 😍 https://t.co/sm0ucznUyf,34.095286,-118.127014,Alhambra,83089,1.0
2018-02-19 00:57:43+00:00,"I'm at @Subway 28424 in Glendale, CA https://t.co/vB7XVbqQe7",34.095286,-118.127014,Alhambra,83089,0.0
2018-02-08 23:14:05+00:00,Can someone please alert @SUBWAY that I am seeking a position as a sandwich artist,34.095286,-118.127014,Alhambra,83089,0.0
2018-01-10 01:56:06+00:00,At @SUBWAY,34.095286,-118.127014,Alhambra,83089,0.0
2018-01-08 02:05:18+00:00,"I'm at @SUBWAY in Arcadia, CA https://t.co/9mTbAiFOjy",34.095286,-118.127014,Alhambra,83089,0.0
2017-12-02 01:50:57+00:00,"I'm at @SUBWAY in Glendale, CA https://t.co/8MjWUj0jql",34.095286,-118.127014,Alhambra,83089,0.0
2017-12-01 15:29:01+00:00,The co workers from subway already knows my order😂 I just love @SUBWAY 😋,34.095286,-118.127014,Alhambra,83089,0.5
2017-11-28 06:16:25+00:00,"Went to @SUBWAY because I’m trying to be healthy and eat better.... Welp... I failed, because I still walked away with a foot long pastrami sandwich coming in at a whopping 1,100 calories. Add a few more for the tomatoes and mustard. 🤦🏻‍♀️ #Moretolove",34.095286,-118.127014,Alhambra,83089,0.125
2017-11-15 23:39:49+00:00,"I'm at @SUBWAY in Pasadena, CA https://t.co/r3EbaQBaRf",34.095286,-118.127014,Alhambra,83089,0.0
2017-10-22 04:46:19+00:00,"I'm at @SUBWAY in Los Angeles, CA https://t.co/xd6lsp2VPd",34.095286,-118.127014,Alhambra,83089,0.0
2017-09-25 19:39:34+00:00,"Hace hambre... (at @Subway in Los Angeles, CA) https://t.co/F6OO0LV3rG",34.095286,-118.127014,Alhambra,83089,0.0
2017-09-06 23:46:07+00:00,"@SUBWAY why you hung Suarez out to dry, with one more race, is so cruel. #boycottsubway",34.095286,-118.127014,Alhambra,83089,-0.18888888888888888
2017-08-25 01:09:32+00:00,"I'm at @Subway in Los Angeles, CA https://t.co/xf0HnGTZRd",34.095286,-118.127014,Alhambra,83089,0.0
2017-07-29 00:49:57+00:00,Our landlord is NOT having a good day: saw him hit a car &amp; he accidentally texted @celenevictoria instead of his gf bout @SUBWAY for dinner,34.095286,-118.127014,Alhambra,83089,0.7
2017-07-27 19:05:40+00:00,"I'm at @Subway in Los Angeles, CA https://t.co/OvuVyPuf8J",34.095286,-118.127014,Alhambra,83089,0.0
2017-06-21 19:07:50+00:00,@Jaclynhill @MorpheBrushes @SUBWAY Omg I'm dead! I can't believe you replied to me 😵💕 I love you tons!!!,34.095286,-118.127014,Alhambra,83089,0.36328125
2017-06-21 19:05:26+00:00,Today is the best day! Like I got my hands on the @Jaclynhill @MorpheBrushes palette! And I got a free @SUBWAY sandwich 💕,34.095286,-118.127014,Alhambra,83089,0.7
2017-05-15 20:53:35+00:00,"I'm at @Subway in Los Angeles, CA https://t.co/xefvqlyJHq",34.095286,-118.127014,Alhambra,83089,0.0
2017-04-08 19:30:24+00:00,"I'm at @SUBWAY in Los Angeles, CA w/ @jtehmitchell https://t.co/PAzSOfzpI5",34.095286,-118.127014,Alhambra,83089,0.0
2017-03-30 20:40:57+00:00,"I'm at @Subway in Los Angeles, CA https://t.co/iC9ku0mWpj",34.095286,-118.127014,Alhambra,83089,0.0
2017-03-22 23:32:08+00:00,"I'm at @Subway in Alhambra, CA https://t.co/RkDNSfqBFV",34.095286,-118.127014,Alhambra,83089,0.0
2017-03-21 22:03:20+00:00,"I'm at @SUBWAY in Pasadena, CA https://t.co/RiZ1b4T9w7",34.095286,-118.127014,Alhambra,83089,0.0
2017-03-21 02:31:04+00:00,"@SUBWAY I'm driving around #pasadena and I see a guy w a sign. I offer him my sandwich, and he says ""read the sign, I rather have $"".😂",34.095286,-118.127014,Alhambra,83089,0.0
2017-03-09 02:33:45+00:00,Between Classes: 6-inch Turkey Breast/Bacon with Spinach/Tomatoes/Cucumbers/Cilantro for Jason (at @SUBWAY) https://t.co/0dDLDt9NTa,34.095286,-118.127014,Alhambra,83089,0.0
2017-03-03 20:45:47+00:00,"I'm at @Subway in Los Angeles, CA https://t.co/m8ooA1crgH",34.095286,-118.127014,Alhambra,83089,0.0
2017-02-20 04:00:48+00:00,I ain't lying. @SUBWAY https://t.co/MuXHeZ5LeR,34.095286,-118.127014,Alhambra,83089,0.0
2017-02-20 03:59:12+00:00,Damn. I was looking forward to eating my @SUBWAY sandwich. The worker drenched it in oil and vinegar!! I said Easy. 😡,34.095286,-118.127014,Alhambra,83089,0.43333333333333335
2017-02-09 05:40:30+00:00,"😄 (at @SUBWAY in El Monte, CA) https://t.co/a16Os3WCjT",34.095286,-118.127014,Alhambra,83089,0.0
2017-01-19 05:36:22+00:00,@SUBWAY SINCE WHEN IS A FOOTLONG LIKE $9 WHAT THE FUCK!!!,34.095286,-118.127014,Alhambra,83089,-0.78125
2021-07-14 06:15:02+00:00,"@SUBWAY These #coupons can't be used on the #CALI sub that you closed down at 6 PM and reopened and gave away free for 2 hours. Your main advertising #sandwich right now. This is what I think of your #garbage coupons, and your garbage #restaurants. #EatFreshRefresh #trash https://t.co/sRiIHkzuww",33.835292,-117.914503,Anaheim,336265,0.11936507936507937
2021-07-14 02:29:32+00:00,@NCSGI @SUBWAY Whoops missed this,33.835292,-117.914503,Anaheim,336265,0.0
2021-07-07 18:09:08+00:00,@RealLazyVulcan @SUBWAY @pizzahut @googlenews Yes every diet should include a healthy serving of Azodicarbonamide at least twice a day🤔,33.835292,-117.914503,Anaheim,336265,0.1
2021-07-07 18:03:16+00:00,@RealLazyVulcan @SUBWAY @pizzahut @googlenews And I thought putting a blowing agent used in plastic polymer foaming setups was a step backwards a few years ago🙄,33.835292,-117.914503,Anaheim,336265,-0.2
2021-06-23 07:35:27+00:00,"If your go to order at @SUBWAY is a #tuna sandwich, don’t worry about the Covid Vaccine 

Am I late to this joke 🤭",33.835292,-117.914503,Anaheim,336265,-0.3
2020-12-17 00:42:29+00:00,"I'm at @SUBWAY in Anaheim, CA https://t.co/n4nn1g2C5o",33.835292,-117.914503,Anaheim,336265,0.0
2020-11-15 23:25:34+00:00,"I'm at @Subway in Anaheim, CA https://t.co/vUFPkQi7Xh",33.835292,-117.914503,Anaheim,336265,0.0
2020-10-23 00:45:52+00:00,"I'm at @Subway Cafe in Orange, Calif https://t.co/SI7A8Fqicr",33.835292,-117.914503,Anaheim,336265,0.0
2020-08-25 01:45:16+00:00,"@SUBWAY ordered curbside pickup through your app. When I got there, I called 11 times and no one answered the phone. I ended up going in... disappointing customer service. https://t.co/SGou3yxTqT",33.835292,-117.914503,Anaheim,336265,-0.6
2020-08-11 03:10:29+00:00,"I'm at @Subway in Orange, CA https://t.co/XD2biieJUN",33.835292,-117.914503,Anaheim,336265,0.0
2020-07-06 22:42:45+00:00,"I'm at @SUBWAY in Cypress, CA https://t.co/8sngTW6rwC",33.835292,-117.914503,Anaheim,336265,0.0
2020-05-15 21:34:38+00:00,@SUBWAY When are you going to fix your app? Can’t checkout,33.835292,-117.914503,Anaheim,336265,0.0
2020-05-15 00:01:51+00:00,"I'm at @SUBWAY in Anaheim, CA https://t.co/M1MNMWSB4S",33.835292,-117.914503,Anaheim,336265,0.0
2020-05-01 06:52:07+00:00,"I'm at @SUBWAY in Santa Ana, CA https://t.co/tdfkEaTDkf",33.835292,-117.914503,Anaheim,336265,0.0
2020-02-17 03:38:02+00:00,"I'm at @SUBWAY in Westminster, CA https://t.co/eHOAqy5cQl",33.835292,-117.914503,Anaheim,336265,0.0
2020-02-04 04:53:14+00:00,@MercyForAnimals @SUBWAY @BeyondMeat Can we please get this in the states?!,33.835292,-117.914503,Anaheim,336265,0.0
2020-01-31 06:09:58+00:00,"I'm at @Subway in Anaheim, CA https://t.co/YAu32P8yt2",33.835292,-117.914503,Anaheim,336265,0.0
2020-01-16 04:34:43+00:00,"I'm at @SUBWAY in Westminster, CA https://t.co/k7SVJiJAfw",33.835292,-117.914503,Anaheim,336265,0.0
2020-01-13 01:35:24+00:00,"I'm at @SUBWAY in Anaheim, CA https://t.co/wW1yAdf72I",33.835292,-117.914503,Anaheim,336265,0.0
2020-01-07 07:04:46+00:00,"I'm at @SUBWAY in Westminster, CA https://t.co/2vzSl0NQnQ",33.835292,-117.914503,Anaheim,336265,0.0
2020-01-07 01:50:44+00:00,"I'm at @SUBWAY in Orange, CA https://t.co/A8BsbYb9Q2",33.835292,-117.914503,Anaheim,336265,0.0
2019-11-09 08:54:43+00:00,@Hacoobai @SUBWAY Sorry no crackheads allowed 🤡,33.835292,-117.914503,Anaheim,336265,-0.5
2019-09-30 14:06:21+00:00,Walks into @subway at 655 to order breakfast. “I’m sorry sir we don’t start breakfast until 7”... 🙄 https://t.co/VdHB8oCFCY,33.835292,-117.914503,Anaheim,336265,-0.5
2019-08-30 23:07:39+00:00,"I'm at @Subway in Anaheim, CA https://t.co/phDxYmYCgy",33.835292,-117.914503,Anaheim,336265,0.0
2019-07-14 18:07:36+00:00,@subway y’all need to give your employees better training and make sure you have your cookies ready and out before customers arrive.,33.835292,-117.914503,Anaheim,336265,0.39999999999999997
2019-07-14 02:27:19+00:00,"I'm at @Subway in Anaheim, CA https://t.co/1bTBW1W64w",33.835292,-117.914503,Anaheim,336265,0.0
2019-06-12 14:29:16+00:00,@GreazyPuzzy @SUBWAY @Quiznos or @TogosSandwiches ? 😋😋😋😋,33.835292,-117.914503,Anaheim,336265,0.0
2019-05-10 02:13:11+00:00,"I'm at @SUBWAY in Orange, CA https://t.co/hgz9winTcn",33.835292,-117.914503,Anaheim,336265,0.0
2019-03-02 04:30:53+00:00,when @SUBWAY improves from plastic bags to paper bags 😋🌱 I seeee u,33.835292,-117.914503,Anaheim,336265,0.0
2019-01-10 02:31:45+00:00,"I'm at @Subway in Orange, CA https://t.co/vmMZ5gbvCK",33.835292,-117.914503,Anaheim,336265,0.0
2019-01-05 23:05:24+00:00,"I'm at @Subway in Orange, CA https://t.co/1Nj9Qc0rQC",33.835292,-117.914503,Anaheim,336265,0.0
2019-01-01 22:02:59+00:00,"I'm at @Subway in Orange, CA https://t.co/9TzKghuelz",33.835292,-117.914503,Anaheim,336265,0.0
2018-12-28 21:09:45+00:00,Bruh I’m not enthused I almost ate it 😤 @SUBWAY https://t.co/tuc7bsfGFS,33.835292,-117.914503,Anaheim,336265,0.0
2018-11-02 01:39:09+00:00,"I'm at @SUBWAY in Orange, CA https://t.co/XIBNoAKz1z",33.835292,-117.914503,Anaheim,336265,0.0
2018-08-10 18:15:50+00:00,Wow that @SUBWAY employee was rude,33.835292,-117.914503,Anaheim,336265,-0.09999999999999999
2018-08-04 01:37:24+00:00,I can't believe @subway gave me a what are those moment xD,33.835292,-117.914503,Anaheim,336265,0.0
2018-08-04 01:35:10+00:00,"@SUBWAY brooo what is this? XD
It tastes like they forgot I ordered chicken noodle and were putting broccoli xD https://t.co/L221MLTiEG",33.835292,-117.914503,Anaheim,336265,-0.6
2018-06-15 22:54:32+00:00,"I'm at @SUBWAY in Orange, CA https://t.co/206xI9T35u",33.835292,-117.914503,Anaheim,336265,0.0
2018-05-17 03:40:45+00:00,"I'm at @SUBWAY in Orange, CA https://t.co/UlRiAXEhbD",33.835292,-117.914503,Anaheim,336265,0.0
2018-04-18 23:22:38+00:00,"Came home &amp; got out my van &amp; my @SUBWAY is gone?!?!
How does that happen??",33.835292,-117.914503,Anaheim,336265,0.0
2018-03-28 07:28:47+00:00,"Aaaaand we’re back ☝🏼 #PostWorkOut #Eats (at @Subway in Anaheim, CA) https://t.co/n46NZD3eTv",33.835292,-117.914503,Anaheim,336265,0.0
2018-03-14 01:19:09+00:00,"I'm at @SUBWAY in Buena Park, CA https://t.co/CyzmcCBFNl",33.835292,-117.914503,Anaheim,336265,0.0
2018-03-02 02:34:47+00:00,"I'm at @SUBWAY in Buena Park, CA https://t.co/nMQdibTDVF",33.835292,-117.914503,Anaheim,336265,0.0
2018-02-26 21:04:09+00:00,"Eating before work. (at @Subway in Anaheim, CA) https://t.co/pjLXRcwpGm",33.835292,-117.914503,Anaheim,336265,0.0
2018-02-22 18:13:04+00:00,"Eeeeats (at @SUBWAY in Brea, CA) https://t.co/cAon19MPuL",33.835292,-117.914503,Anaheim,336265,0.0
2018-02-07 17:34:19+00:00,"Lunch Time!! (at @SUBWAY in Brea, CA) https://t.co/q8PR0P8aOM",33.835292,-117.914503,Anaheim,336265,0.0
2018-01-27 14:19:13+00:00,"Coffee run (@ 76 Gas Station &amp; @Subway Store in Anaheim, CA) https://t.co/y7MiVHNPXd",33.835292,-117.914503,Anaheim,336265,0.0
2018-01-24 20:04:49+00:00,"WURK (at @SUBWAY in Yorba Linda, CA) https://t.co/WFuLr6yG4F",33.835292,-117.914503,Anaheim,336265,0.0
2018-01-06 20:20:30+00:00,"Going out for lunch with my mom (at @SUBWAY in Anaheim, CA) https://t.co/EHkR6ha5HC",33.835292,-117.914503,Anaheim,336265,0.0
2017-12-09 04:35:07+00:00,"@toemayo @NFL @SUBWAY @SmithfieldFoods The thought of a BLT on the John, er Jane at Target has never crossed my mind - at least not when that team...um...I can’t remember...is playing.",33.835292,-117.914503,Anaheim,336265,-0.3
2017-12-09 03:35:21+00:00,Looking back on 2017 I realized that there are things I just don’t do any more: 1. watch the @NFL 2. eat at @SUBWAY 3. buy @SmithfieldFoods bacon 4. use the restrooms at Target,33.835292,-117.914503,Anaheim,336265,0.25
2017-11-29 23:07:21+00:00,@SUBWAY I don’t expect it to be filled to the brim but c’mon https://t.co/1S5nj8w2mp,33.835292,-117.914503,Anaheim,336265,0.4
2017-11-20 07:03:30+00:00,Who needs prince charming when you have @SUBWAY near you so you can order cookies and pretend like its early christmas gift from your crush 😍 #christmasmiracle,33.835292,-117.914503,Anaheim,336265,0.3
2017-10-27 04:13:18+00:00,Hey @SUBWAY maybe you should make sure your stores update their hours online so that folks don't show up after closing. Just an idea....,33.835292,-117.914503,Anaheim,336265,0.5
2017-10-07 00:04:46+00:00,"I'm at @Subway in Orange, CA https://t.co/d1i4RTXSSM",33.835292,-117.914503,Anaheim,336265,0.0
2017-09-23 16:32:56+00:00,"Breakfast before the movie. (at @SUBWAY in Buena Park, CA) https://t.co/h8ut3QjnAp",33.835292,-117.914503,Anaheim,336265,0.0
2017-09-23 07:00:17+00:00,"Getting dinner before going home. (at @SUBWAY in Anaheim, CA) https://t.co/16Jygfn6HE",33.835292,-117.914503,Anaheim,336265,0.0
2017-09-09 21:36:08+00:00,Just face fucked myself with a @SUBWAY footlong,33.835292,-117.914503,Anaheim,336265,-0.6
2017-09-04 06:45:33+00:00,@subway i have to agree with the gentleman https://t.co/3thzQF6fjz,33.835292,-117.914503,Anaheim,336265,0.0
2017-08-30 16:47:05+00:00,Wtf @SUBWAY https://t.co/KtC2OapcB3,33.835292,-117.914503,Anaheim,336265,-0.5
2017-08-29 00:43:37+00:00,"Wheat footlong meatball sub (at @SUBWAY in Anaheim, CA) https://t.co/y1hJi2e4Et",33.835292,-117.914503,Anaheim,336265,0.0
2017-08-25 22:56:28+00:00,"Drink (at @SUBWAY in Yorba Linda, CA) https://t.co/p8fPEVcxFf",33.835292,-117.914503,Anaheim,336265,0.0
